"filename", "language", "Dart", "JSON", "YAML", "Markdown", "comment", "blank", "total"
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\modern_date_range_picker.dart", "Dart", 414, 0, 0, 0, 16, 32, 462
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\order_card.dart", "Dart", 89, 0, 0, 0, 3, 8, 100
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\order_card_grid.dart", "Dart", 198, 0, 0, 0, 9, 17, 224
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\order_detail_sections.dart", "Dart", 91, 0, 0, 0, 4, 8, 103
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\order_filters_panel.dart", "Dart", 91, 0, 0, 0, 3, 8, 102
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\order_models.dart", "Dart", 96, 0, 0, 0, 0, 7, 103
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\post_order_sync_notification.dart", "Dart", 434, 0, 0, 0, 67, 51, 552
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\searchable_client_dialog.dart", "Dart", 449, 0, 0, 0, 26, 26, 501
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\status_chip.dart", "Dart", 27, 0, 0, 0, 3, 3, 33
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\sync_notification_card.dart", "Dart", 231, 0, 0, 0, 5, 14, 250
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\table_sync_card.dart", "Dart", 320, 0, 0, 0, 28, 22, 370
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\trading_points_filters_panel.dart", "Dart", 98, 0, 0, 0, 5, 6, 109
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\visit_indicators.dart", "Dart", 120, 0, 0, 0, 3, 14, 137
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\presentation\widgets\yandex_map_builder.dart", "Dart", 344, 0, 0, 0, 78, 60, 482
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\client_image_storage_service.dart", "Dart", 193, 0, 0, 0, 35, 38, 266
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\order_creation_service.dart", "Dart", 258, 0, 0, 0, 49, 55, 362
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\order_draft_service.dart", "Dart", 454, 0, 0, 0, 69, 71, 594
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\photo_storage_service.dart", "Dart", 254, 0, 0, 0, 42, 50, 346
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\post_order_sync_manager.dart", "Dart", 256, 0, 0, 0, 140, 62, 458
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\visit_finish_service.dart", "Dart", 451, 0, 0, 0, 127, 112, 690
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\visit_step_data_service.dart", "Dart", 292, 0, 0, 0, 40, 54, 386
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\visit_step_error_recovery_service.dart", "Dart", 259, 0, 0, 0, 36, 62, 357
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\visit_step_performance_monitor.dart", "Dart", 446, 0, 0, 0, 51, 92, 589
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\agent\services\visit_step_validation_service.dart", "Dart", 490, 0, 0, 0, 37, 80, 607
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\data\models\user_model.dart", "Dart", 106, 0, 0, 0, 2, 7, 115
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\data\repositories\auth_repository_impl.dart", "Dart", 69, 0, 0, 0, 4, 10, 83
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\domain\entities\user_entity.dart", "Dart", 31, 0, 0, 0, 0, 3, 34
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\domain\repositories\auth_repository.dart", "Dart", 7, 0, 0, 0, 1, 2, 10
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_bloc.dart", "Dart", 189, 0, 0, 0, 57, 37, 283
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_event.dart", "Dart", 19, 0, 0, 0, 6, 6, 31
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\auth_state.dart", "Dart", 33, 0, 0, 0, 1, 12, 46
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\bloc\startup_access_bloc.dart", "Dart", 76, 0, 0, 0, 29, 27, 132
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\auth\presentation\pages\login_page.dart", "Dart", 620, 0, 0, 0, 65, 48, 733
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\boss\presentation\pages\boss_home_page.dart", "Dart", 350, 0, 0, 0, 11, 16, 377
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\collector\presentation\pages\collector_home_page.dart", "Dart", 326, 0, 0, 0, 3, 15, 344
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\forwarder\presentation\pages\forwarder_home_page.dart", "Dart", 200, 0, 0, 0, 2, 10, 212
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\data\models\promotion_model.dart", "Dart", 216, 0, 0, 0, 3, 22, 241
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\marketing_page.dart", "Dart", 71, 0, 0, 0, 1, 6, 78
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\promotion_detail_page.dart", "Dart", 813, 0, 0, 0, 182, 51, 1046
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\pages\promotions_page.dart", "Dart", 289, 0, 0, 0, 1, 34, 324
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\widgets\promotion_card.dart", "Dart", 115, 0, 0, 0, 3, 4, 122
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\marketing\presentation\widgets\promotion_card_shimmer.dart", "Dart", 69, 0, 0, 0, 6, 3, 78
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\navbars\agent_bottom_nav_bar.dart", "Dart", 59, 0, 0, 0, 0, 7, 66
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\navbars\fluid_nav_bar.dart", "Dart", 179, 0, 0, 0, 7, 22, 208
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\packer\presentation\pages\packer_home_page.dart", "Dart", 429, 0, 0, 0, 6, 22, 457
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\features\warehouse_manager\presentation\pages\warehouse_manager_home_page.dart", "Dart", 516, 0, 0, 0, 9, 32, 557
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\rest_API_DOC.yaml", "YAML", 0, 0, 6662, 0, 0, 6, 6668
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_controller.dart", "Dart", 38, 0, 0, 0, 9, 10, 57
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_schemes.dart", "Dart", 105, 0, 0, 0, 9, 11, 125
"c:\Users\Kamoliddin\Documents\GitHub\clone-gg-app\lib\src\theme\theme_toggle.dart", "Dart", 102, 0, 0, 0, 4, 5, 111
"Total", "-", 98974, 7564, 6662, 414, 14536, 14911, 143061
